Grupo de edad,Sexo,Fecha,Casos confirmados
05 - 09 años,F,2021-03-05,9864
10 - 14 años,F,2021-03-05,13207
15 - 19 años,F,2021-03-05,22907
20 - 24 años,F,2021-03-05,42417
25 - 29 años,F,2021-03-05,57828
30 - 34 años,F,2021-03-05,54501
35 - 39 años,F,2021-03-05,43434
40 - 44 años,F,2021-03-05,37293
45 - 49 años,F,2021-03-05,38191
50 - 54 años,F,2021-03-05,36834
55 - 59 años,F,2021-03-05,34104
60 - 64 años,F,2021-03-05,25136
65 - 69 años,F,2021-03-05,17069
70 - 74 años,F,2021-03-05,12778
75 - 79 años,F,2021-03-05,9692
80 y más años,F,2021-03-05,15711
00 - 04 años,M,2021-03-08,10735
05 - 09 años,M,2021-03-08,10515
10 - 14 años,M,2021-03-08,12811
15 - 19 años,M,2021-03-08,20915
20 - 24 años,M,2021-03-08,40836
25 - 29 años,M,2021-03-08,57741
30 - 34 años,M,2021-03-08,58061
35 - 39 años,M,2021-03-08,47480
40 - 44 años,M,2021-03-08,39970
45 - 49 años,M,2021-03-08,39258
50 - 54 años,M,2021-03-08,37490
55 - 59 años,M,2021-03-08,35361
60 - 64 años,M,2021-03-08,26849
65 - 69 años,M,2021-03-08,17805
70 - 74 años,M,2021-03-08,12703
75 - 79 años,M,2021-03-08,8840
80 y más años,M,2021-03-08,10458
00 - 04 años,F,2021-03-08,9874
05 - 09 años,F,2021-03-08,10098
10 - 14 años,F,2021-03-08,13521
15 - 19 años,F,2021-03-08,23463
20 - 24 años,F,2021-03-08,43350
25 - 29 años,F,2021-03-08,58931
30 - 34 años,F,2021-03-08,55516
35 - 39 años,F,2021-03-08,44276
40 - 44 años,F,2021-03-08,38028
45 - 49 años,F,2021-03-08,38914
50 - 54 años,F,2021-03-08,37558
55 - 59 años,F,2021-03-08,34766
60 - 64 años,F,2021-03-08,25583
65 - 69 años,F,2021-03-08,17385
70 - 74 años,F,2021-03-08,13025
75 - 79 años,F,2021-03-08,9882
80 y más años,F,2021-03-08,15963
00 - 04 años,M,2021-03-12,10972
05 - 09 años,M,2021-03-12,10851
10 - 14 años,M,2021-03-12,13239
15 - 19 años,M,2021-03-12,21620
20 - 24 años,M,2021-03-12,42080
25 - 29 años,M,2021-03-12,59276
30 - 34 años,M,2021-03-12,59654
35 - 39 años,M,2021-03-12,48665
40 - 44 años,M,2021-03-12,40984
45 - 49 años,M,2021-03-12,40267
50 - 54 años,M,2021-03-12,38447
55 - 59 años,M,2021-03-12,36192
60 - 64 años,M,2021-03-12,27467
65 - 69 años,M,2021-03-12,18249
70 - 74 años,M,2021-03-12,12957
75 - 79 años,M,2021-03-12,9045
80 y más años,M,2021-03-12,10678
00 - 04 años,F,2021-03-12,10141
05 - 09 años,F,2021-03-12,10408
10 - 14 años,F,2021-03-12,13952
15 - 19 años,F,2021-03-12,24254
20 - 24 años,F,2021-03-12,44665
25 - 29 años,F,2021-03-12,60569
30 - 34 años,F,2021-03-12,57005
35 - 39 años,F,2021-03-12,45512
40 - 44 años,F,2021-03-12,39090
45 - 49 años,F,2021-03-12,39970
50 - 54 años,F,2021-03-12,38539
55 - 59 años,F,2021-03-12,35690
60 - 64 años,F,2021-03-12,26277
65 - 69 años,F,2021-03-12,17817
70 - 74 años,F,2021-03-12,13345
75 - 79 años,F,2021-03-12,10098
80 y más años,F,2021-03-12,16313
00 - 04 años,M,2021-03-15,11198
05 - 09 años,M,2021-03-15,11064
10 - 14 años,M,2021-03-15,13557
15 - 19 años,M,2021-03-15,22171
20 - 24 años,M,2021-03-15,43006
25 - 29 años,M,2021-03-15,60471
30 - 34 años,M,2021-03-15,60808
35 - 39 años,M,2021-03-15,49675
40 - 44 años,M,2021-03-15,41758
45 - 49 años,M,2021-03-15,41033
50 - 54 años,M,2021-03-15,39200
55 - 59 años,M,2021-03-15,36908
60 - 64 años,M,2021-03-15,28019
65 - 69 años,M,2021-03-15,18577
70 - 74 años,M,2021-03-15,13181
75 - 79 años,M,2021-03-15,9174
80 y más años,M,2021-03-15,10858
00 - 04 años,F,2021-03-15,10333
05 - 09 años,F,2021-03-15,10649
10 - 14 años,F,2021-03-15,14303
15 - 19 años,F,2021-03-15,24881
20 - 24 años,F,2021-03-15,45756
25 - 29 años,F,2021-03-15,61825
30 - 34 años,F,2021-03-15,58176
35 - 39 años,F,2021-03-15,46495
40 - 44 años,F,2021-03-15,39920
45 - 49 años,F,2021-03-15,40825
50 - 54 años,F,2021-03-15,39341
55 - 59 años,F,2021-03-15,36408
60 - 64 años,F,2021-03-15,26815
65 - 69 años,F,2021-03-15,18173
70 - 74 años,F,2021-03-15,13567
75 - 79 años,F,2021-03-15,10267
80 y más años,F,2021-03-15,16622
00 - 04 años,M,2021-03-19,11539
05 - 09 años,M,2021-03-19,11436
10 - 14 años,M,2021-03-19,14108
15 - 19 años,M,2021-03-19,22919
20 - 24 años,M,2021-03-19,44393
25 - 29 años,M,2021-03-19,62203
30 - 34 años,M,2021-03-19,62487
35 - 39 años,M,2021-03-19,51113
40 - 44 años,M,2021-03-19,42890
45 - 49 años,M,2021-03-19,42215
50 - 54 años,M,2021-03-19,40289
55 - 59 años,M,2021-03-19,37891
60 - 64 años,M,2021-03-19,28792
65 - 69 años,M,2021-03-19,19033
70 - 74 años,M,2021-03-19,13452
75 - 79 años,M,2021-03-19,9384
80 y más años,M,2021-03-19,11082
00 - 04 años,F,2021-03-19,10604
05 - 09 años,F,2021-03-19,11041
10 - 14 años,F,2021-03-19,14806
15 - 19 años,F,2021-03-19,25766
20 - 24 años,F,2021-03-19,47245
25 - 29 años,F,2021-03-19,63597
30 - 34 años,F,2021-03-19,59936
35 - 39 años,F,2021-03-19,47865
40 - 44 años,F,2021-03-19,41150
45 - 49 años,F,2021-03-19,42044
50 - 54 años,F,2021-03-19,40488
55 - 59 años,F,2021-03-19,37432
60 - 64 años,F,2021-03-19,27590
65 - 69 años,F,2021-03-19,18623
70 - 74 años,F,2021-03-19,13885
75 - 79 años,F,2021-03-19,10494
80 y más años,F,2021-03-19,16999
00 - 04 años,M,2021-03-22,11805
05 - 09 años,M,2021-03-22,11751
10 - 14 años,M,2021-03-22,14508
15 - 19 años,M,2021-03-22,23554
20 - 24 años,M,2021-03-22,45562
25 - 29 años,M,2021-03-22,63581
30 - 34 años,M,2021-03-22,63820
35 - 39 años,M,2021-03-22,52201
40 - 44 años,M,2021-03-22,43839
45 - 49 años,M,2021-03-22,43117
50 - 54 años,M,2021-03-22,41158
55 - 59 años,M,2021-03-22,38720
60 - 64 años,M,2021-03-22,29365
65 - 69 años,M,2021-03-22,19377
70 - 74 años,M,2021-03-22,13687
75 - 79 años,M,2021-03-22,9544
80 y más años,M,2021-03-22,11264
00 - 04 años,F,2021-03-22,10834
05 - 09 años,F,2021-03-22,11350
10 - 14 años,F,2021-03-22,15251
15 - 19 años,F,2021-03-22,26568
20 - 24 años,F,2021-03-22,48414
25 - 29 años,F,2021-03-22,65043
30 - 34 años,F,2021-03-22,61265
35 - 39 años,F,2021-03-22,48991
40 - 44 años,F,2021-03-22,42115
45 - 49 años,F,2021-03-22,43069
50 - 54 años,F,2021-03-22,41425
55 - 59 años,F,2021-03-22,38279
60 - 64 años,F,2021-03-22,28206
65 - 69 años,F,2021-03-22,19017
70 - 74 años,F,2021-03-22,14155
75 - 79 años,F,2021-03-22,10672
80 y más años,F,2021-03-22,17302
00 - 04 años,M,2021-03-26,12170
05 - 09 años,M,2021-03-26,12146
10 - 14 años,M,2021-03-26,15081
15 - 19 años,M,2021-03-26,24364
20 - 24 años,M,2021-03-26,46991
25 - 29 años,M,2021-03-26,65461
30 - 34 años,M,2021-03-26,65728
35 - 39 años,M,2021-03-26,53752
40 - 44 años,M,2021-03-26,45156
45 - 49 años,M,2021-03-26,44445
50 - 54 años,M,2021-03-26,42323
55 - 59 años,M,2021-03-26,39831
60 - 64 años,M,2021-03-26,30205
65 - 69 años,M,2021-03-26,19820
70 - 74 años,M,2021-03-26,13966
75 - 79 años,M,2021-03-26,9744
80 y más años,M,2021-03-26,11487
00 - 04 años,F,2021-03-26,11158
05 - 09 años,F,2021-03-26,11722
10 - 14 años,F,2021-03-26,15783
15 - 19 años,F,2021-03-26,27469
20 - 24 años,F,2021-03-26,49955
25 - 29 años,F,2021-03-26,66884
30 - 34 años,F,2021-03-26,63010
35 - 39 años,F,2021-03-26,50421
40 - 44 años,F,2021-03-26,43440
45 - 49 años,F,2021-03-26,44296
50 - 54 años,F,2021-03-26,42678
55 - 59 años,F,2021-03-26,39485
60 - 64 años,F,2021-03-26,28989
65 - 69 años,F,2021-03-26,19486
70 - 74 años,F,2021-03-26,14456
75 - 79 años,F,2021-03-26,10876
80 y más años,F,2021-03-26,17580
00 - 04 años,M,2021-03-29,12459
05 - 09 años,M,2021-03-29,12501
10 - 14 años,M,2021-03-29,15641
15 - 19 años,M,2021-03-29,25101
20 - 24 años,M,2021-03-29,48180
25 - 29 años,M,2021-03-29,66959
30 - 34 años,M,2021-03-29,67228
35 - 39 años,M,2021-03-29,54987
40 - 44 años,M,2021-03-29,46177
45 - 49 años,M,2021-03-29,45475
50 - 54 años,M,2021-03-29,43271
55 - 59 años,M,2021-03-29,40717
60 - 64 años,M,2021-03-29,30815
65 - 69 años,M,2021-03-29,20190
70 - 74 años,M,2021-03-29,14164
75 - 79 años,M,2021-03-29,9860
80 y más años,M,2021-03-29,11639
00 - 04 años,F,2021-03-29,11419
05 - 09 años,F,2021-03-29,12080
10 - 14 años,F,2021-03-29,16336
15 - 19 años,F,2021-03-29,28262
20 - 24 años,F,2021-03-29,51208
25 - 29 años,F,2021-03-29,68306
30 - 34 años,F,2021-03-29,64447
35 - 39 años,F,2021-03-29,51551
40 - 44 años,F,2021-03-29,44432
45 - 49 años,F,2021-03-29,45364
50 - 54 años,F,2021-03-29,43611
55 - 59 años,F,2021-03-29,40391
60 - 64 años,F,2021-03-29,29598
65 - 69 años,F,2021-03-29,19846
70 - 74 años,F,2021-03-29,14705
75 - 79 años,F,2021-03-29,11043
80 y más años,F,2021-03-29,17829
00 - 04 años,M,2021-04-02,12840
05 - 09 años,M,2021-04-02,12984
10 - 14 años,M,2021-04-02,16243
15 - 19 años,M,2021-04-02,26014
20 - 24 años,M,2021-04-02,49838
25 - 29 años,M,2021-04-02,69017
30 - 34 años,M,2021-04-02,69326
35 - 39 años,M,2021-04-02,56696
40 - 44 años,M,2021-04-02,47596
45 - 49 años,M,2021-04-02,46864
50 - 54 años,M,2021-04-02,44512
55 - 59 años,M,2021-04-02,41914
60 - 64 años,M,2021-04-02,31633
65 - 69 años,M,2021-04-02,20633
70 - 74 años,M,2021-04-02,14422
75 - 79 años,M,2021-04-02,10037
80 y más años,M,2021-04-02,11858
00 - 04 años,F,2021-04-02,11792
05 - 09 años,F,2021-04-02,12477
10 - 14 años,F,2021-04-02,17002
15 - 19 años,F,2021-04-02,29290
20 - 24 años,F,2021-04-02,52836
25 - 29 años,F,2021-04-02,70225
30 - 34 años,F,2021-04-02,66409
35 - 39 años,F,2021-04-02,53133
40 - 44 años,F,2021-04-02,45803
45 - 49 años,F,2021-04-02,46694
50 - 54 años,F,2021-04-02,44839
55 - 59 años,F,2021-04-02,41575
60 - 64 años,F,2021-04-02,30423
65 - 69 años,F,2021-04-02,20330
70 - 74 años,F,2021-04-02,14988
75 - 79 años,F,2021-04-02,11261
80 y más años,F,2021-04-02,18162
00 - 04 años,M,2021-04-05,13086
05 - 09 años,M,2021-04-05,13326
10 - 14 años,M,2021-04-05,16690
15 - 19 años,M,2021-04-05,26603
20 - 24 años,M,2021-04-05,50974
25 - 29 años,M,2021-04-05,70485
30 - 34 años,M,2021-04-05,70766
35 - 39 años,M,2021-04-05,57842
40 - 44 años,M,2021-04-05,48618
45 - 49 años,M,2021-04-05,47903
50 - 54 años,M,2021-04-05,45413
55 - 59 años,M,2021-04-05,42758
60 - 64 años,M,2021-04-05,32281
65 - 69 años,M,2021-04-05,20935
70 - 74 años,M,2021-04-05,14597
75 - 79 años,M,2021-04-05,10165
80 y más años,M,2021-04-05,12042
00 - 04 años,F,2021-04-05,12062
05 - 09 años,F,2021-04-05,12779
10 - 14 años,F,2021-04-05,17481
15 - 19 años,F,2021-04-05,30061
20 - 24 años,F,2021-04-05,54049
25 - 29 años,F,2021-04-05,71601
30 - 34 años,F,2021-04-05,67710
35 - 39 años,F,2021-04-05,54233
40 - 44 años,F,2021-04-05,46768
45 - 49 años,F,2021-04-05,47666
50 - 54 años,F,2021-04-05,45759
55 - 59 años,F,2021-04-05,42379
60 - 64 años,F,2021-04-05,31026
65 - 69 años,F,2021-04-05,20650
70 - 74 años,F,2021-04-05,15210
75 - 79 años,F,2021-04-05,11400
80 y más años,F,2021-04-05,18410
00 - 04 años,M,2021-04-09,13621
05 - 09 años,M,2021-04-09,13892
10 - 14 años,M,2021-04-09,17423
15 - 19 años,M,2021-04-09,27632
20 - 24 años,M,2021-04-09,52688
25 - 29 años,M,2021-04-09,72618
30 - 34 años,M,2021-04-09,72924
35 - 39 años,M,2021-04-09,59653
40 - 44 años,M,2021-04-09,50102
45 - 49 años,M,2021-04-09,49377
50 - 54 años,M,2021-04-09,46813
55 - 59 años,M,2021-04-09,44029
60 - 64 años,M,2021-04-09,33168
65 - 69 años,M,2021-04-09,21362
70 - 74 años,M,2021-04-09,14854
75 - 79 años,M,2021-04-09,10336
80 y más años,M,2021-04-09,12268
00 - 04 años,F,2021-04-09,12523
05 - 09 años,F,2021-04-09,13343
10 - 14 años,F,2021-04-09,18245
15 - 19 años,F,2021-04-09,31263
20 - 24 años,F,2021-04-09,55873
25 - 29 años,F,2021-04-09,73737
30 - 34 años,F,2021-04-09,69622
35 - 39 años,F,2021-04-09,55968
40 - 44 años,F,2021-04-09,48287
45 - 49 años,F,2021-04-09,49133
50 - 54 años,F,2021-04-09,47222
55 - 59 años,F,2021-04-09,43585
60 - 64 años,F,2021-04-09,31913
65 - 69 años,F,2021-04-09,21069
70 - 74 años,F,2021-04-09,15514
75 - 79 años,F,2021-04-09,11631
80 y más años,F,2021-04-09,18755
00 - 04 años,M,2021-04-12,13916
05 - 09 años,M,2021-04-12,14327
10 - 14 años,M,2021-04-12,17949
15 - 19 años,M,2021-04-12,28339
20 - 24 años,M,2021-04-12,53934
25 - 29 años,M,2021-04-12,74177
30 - 34 años,M,2021-04-12,74509
35 - 39 años,M,2021-04-12,60938
40 - 44 años,M,2021-04-12,51194
45 - 49 años,M,2021-04-12,50353
50 - 54 años,M,2021-04-12,47795
55 - 59 años,M,2021-04-12,44916
60 - 64 años,M,2021-04-12,33788
65 - 69 años,M,2021-04-12,21667
70 - 74 años,M,2021-04-12,15008
75 - 79 años,M,2021-04-12,10464
80 y más años,M,2021-04-12,12400
00 - 04 años,F,2021-04-12,12824
05 - 09 años,F,2021-04-12,13730
10 - 14 años,F,2021-04-12,18789
15 - 19 años,F,2021-04-12,32103
20 - 24 años,F,2021-04-12,57172
25 - 29 años,F,2021-04-12,75251
30 - 34 años,F,2021-04-12,71039
35 - 39 años,F,2021-04-12,57149
40 - 44 años,F,2021-04-12,49272
45 - 49 años,F,2021-04-12,50210
50 - 54 años,F,2021-04-12,48201
55 - 59 años,F,2021-04-12,44501
60 - 64 años,F,2021-04-12,32481
65 - 69 años,F,2021-04-12,21366
70 - 74 años,F,2021-04-12,15772
75 - 79 años,F,2021-04-12,11802
80 y más años,F,2021-04-12,19000
00 - 04 años,M,2021-04-16,14382
05 - 09 años,M,2021-04-16,14868
10 - 14 años,M,2021-04-16,18702
15 - 19 años,M,2021-04-16,29388
20 - 24 años,M,2021-04-16,55603
25 - 29 años,M,2021-04-16,76186
30 - 34 años,M,2021-04-16,76685
35 - 39 años,M,2021-04-16,62635
40 - 44 años,M,2021-04-16,52682
45 - 49 años,M,2021-04-16,51817
50 - 54 años,M,2021-04-16,49121
55 - 59 años,M,2021-04-16,46158
60 - 64 años,M,2021-04-16,34585
65 - 69 años,M,2021-04-16,22038
70 - 74 años,M,2021-04-16,15242
75 - 79 años,M,2021-04-16,10641
80 y más años,M,2021-04-16,12640
00 - 04 años,F,2021-04-16,13232
05 - 09 años,F,2021-04-16,14220
10 - 14 años,F,2021-04-16,19578
15 - 19 años,F,2021-04-16,33269
20 - 24 años,F,2021-04-16,58948
25 - 29 años,F,2021-04-16,77289
30 - 34 años,F,2021-04-16,72927
35 - 39 años,F,2021-04-16,58766
40 - 44 años,F,2021-04-16,50677
45 - 49 años,F,2021-04-16,51621
50 - 54 años,F,2021-04-16,49527
55 - 59 años,F,2021-04-16,45642
60 - 64 años,F,2021-04-16,33249
65 - 69 años,F,2021-04-16,21802
70 - 74 años,F,2021-04-16,16075
75 - 79 años,F,2021-04-16,12045
80 y más años,F,2021-04-16,19386
00 - 04 años,M,2021-04-19,14680
05 - 09 años,M,2021-04-19,15295
10 - 14 años,M,2021-04-19,19263
15 - 19 años,M,2021-04-19,30153
20 - 24 años,M,2021-04-19,56919
25 - 29 años,M,2021-04-19,77797
30 - 34 años,M,2021-04-19,78289
35 - 39 años,M,2021-04-19,63923
40 - 44 años,M,2021-04-19,53815
45 - 49 años,M,2021-04-19,52919
50 - 54 años,M,2021-04-19,50166
55 - 59 años,M,2021-04-19,47017
60 - 64 años,M,2021-04-19,35100
65 - 69 años,M,2021-04-19,22336
70 - 74 años,M,2021-04-19,15443
75 - 79 años,M,2021-04-19,10782
80 y más años,M,2021-04-19,12814
00 - 04 años,F,2021-04-19,13548
05 - 09 años,F,2021-04-19,14627
10 - 14 años,F,2021-04-19,20127
15 - 19 años,F,2021-04-19,34115
20 - 24 años,F,2021-04-19,60306
25 - 29 años,F,2021-04-19,78762
30 - 34 años,F,2021-04-19,74295
35 - 39 años,F,2021-04-19,59858
40 - 44 años,F,2021-04-19,51685
45 - 49 años,F,2021-04-19,52650
50 - 54 años,F,2021-04-19,50519
55 - 59 años,F,2021-04-19,46476
60 - 64 años,F,2021-04-19,33731
65 - 69 años,F,2021-04-19,22128
70 - 74 años,F,2021-04-19,16289
75 - 79 años,F,2021-04-19,12228
80 y más años,F,2021-04-19,19660
00 - 04 años,M,2021-04-23,15129
05 - 09 años,M,2021-04-23,15813
10 - 14 años,M,2021-04-23,19916
15 - 19 años,M,2021-04-23,31092
20 - 24 años,M,2021-04-23,58485
25 - 29 años,M,2021-04-23,79735
30 - 34 años,M,2021-04-23,80254
35 - 39 años,M,2021-04-23,65521
40 - 44 años,M,2021-04-23,55173
45 - 49 años,M,2021-04-23,54233
50 - 54 años,M,2021-04-23,51286
55 - 59 años,M,2021-04-23,48050
60 - 64 años,M,2021-04-23,35665
65 - 69 años,M,2021-04-23,22613
70 - 74 años,M,2021-04-23,15556
75 - 79 años,M,2021-04-23,10861
80 y más años,M,2021-04-23,12857
00 - 04 años,F,2021-04-23,13913
05 - 09 años,F,2021-04-23,15098
10 - 14 años,F,2021-04-23,20848
15 - 19 años,F,2021-04-23,35199
20 - 24 años,F,2021-04-23,61900
25 - 29 años,F,2021-04-23,80652
30 - 34 años,F,2021-04-23,76083
35 - 39 años,F,2021-04-23,61329
40 - 44 años,F,2021-04-23,52890
45 - 49 años,F,2021-04-23,53887
50 - 54 años,F,2021-04-23,51611
55 - 59 años,F,2021-04-23,47390
60 - 64 años,F,2021-04-23,34270
65 - 69 años,F,2021-04-23,22451
70 - 74 años,F,2021-04-23,16469
75 - 79 años,F,2021-04-23,12361
80 y más años,F,2021-04-23,19732
00 - 04 años,M,2021-04-26,15440
05 - 09 años,M,2021-04-26,16198
10 - 14 años,M,2021-04-26,20423
15 - 19 años,M,2021-04-26,31821
20 - 24 años,M,2021-04-26,59680
25 - 29 años,M,2021-04-26,81196
30 - 34 años,M,2021-04-26,81708
35 - 39 años,M,2021-04-26,66675
40 - 44 años,M,2021-04-26,56127
45 - 49 años,M,2021-04-26,55193
50 - 54 años,M,2021-04-26,52110
55 - 59 años,M,2021-04-26,48740
60 - 64 años,M,2021-04-26,36087
65 - 69 años,M,2021-04-26,22854
70 - 74 años,M,2021-04-26,15744
75 - 79 años,M,2021-04-26,10965
80 y más años,M,2021-04-26,12958
00 - 04 años,F,2021-04-26,14201
05 - 09 años,F,2021-04-26,15454
10 - 14 años,F,2021-04-26,21372
15 - 19 años,F,2021-04-26,36017
20 - 24 años,F,2021-04-26,63103
25 - 29 años,F,2021-04-26,81979
30 - 34 años,F,2021-04-26,77327
35 - 39 años,F,2021-04-26,62367
40 - 44 años,F,2021-04-26,53894
45 - 49 años,F,2021-04-26,54765
50 - 54 años,F,2021-04-26,52453
55 - 59 años,F,2021-04-26,48079
60 - 64 años,F,2021-04-26,34710
65 - 69 años,F,2021-04-26,22748
70 - 74 años,F,2021-04-26,16672
75 - 79 años,F,2021-04-26,12497
80 y más años,F,2021-04-26,19932
00 - 04 años,M,2021-04-30,15871
05 - 09 años,M,2021-04-30,16705
10 - 14 años,M,2021-04-30,21129
15 - 19 años,M,2021-04-30,32787
20 - 24 años,M,2021-04-30,61276
25 - 29 años,M,2021-04-30,83103
30 - 34 años,M,2021-04-30,83566
35 - 39 años,M,2021-04-30,68198
40 - 44 años,M,2021-04-30,57448
45 - 49 años,M,2021-04-30,56405
50 - 54 años,M,2021-04-30,53102
55 - 59 años,M,2021-04-30,49665
60 - 64 años,M,2021-04-30,36616
65 - 69 años,M,2021-04-30,23219
70 - 74 años,M,2021-04-30,15994
75 - 79 años,M,2021-04-30,11129
80 y más años,M,2021-04-30,13137
00 - 04 años,F,2021-04-30,14600
05 - 09 años,F,2021-04-30,15949
10 - 14 años,F,2021-04-30,22092
15 - 19 años,F,2021-04-30,37065
20 - 24 años,F,2021-04-30,64684
25 - 29 años,F,2021-04-30,83810
30 - 34 años,F,2021-04-30,79089
35 - 39 años,F,2021-04-30,63778
40 - 44 años,F,2021-04-30,55167
45 - 49 años,F,2021-04-30,55950
50 - 54 años,F,2021-04-30,53425
55 - 59 años,F,2021-04-30,48895
60 - 64 años,F,2021-04-30,35258
65 - 69 años,F,2021-04-30,23148
70 - 74 años,F,2021-04-30,16931
75 - 79 años,F,2021-04-30,12710
80 y más años,F,2021-04-30,20200
00 - 04 años,M,2021-05-03,16178
05 - 09 años,M,2021-05-03,17082
10 - 14 años,M,2021-05-03,21596
15 - 19 años,M,2021-05-03,33499
20 - 24 años,M,2021-05-03,62255
25 - 29 años,M,2021-05-03,84393
30 - 34 años,M,2021-05-03,84783
35 - 39 años,M,2021-05-03,69176
40 - 44 años,M,2021-05-03,58251
45 - 49 años,M,2021-05-03,57188
50 - 54 años,M,2021-05-03,53718
55 - 59 años,M,2021-05-03,50264
60 - 64 años,M,2021-05-03,36977
65 - 69 años,M,2021-05-03,23468
70 - 74 años,M,2021-05-03,16177
75 - 79 años,M,2021-05-03,11244
80 y más años,M,2021-05-03,13297
00 - 04 años,F,2021-05-03,14891
05 - 09 años,F,2021-05-03,16316
10 - 14 años,F,2021-05-03,22628
15 - 19 años,F,2021-05-03,37778
20 - 24 años,F,2021-05-03,65799
25 - 29 años,F,2021-05-03,84960
30 - 34 años,F,2021-05-03,80286
35 - 39 años,F,2021-05-03,64746
40 - 44 años,F,2021-05-03,55978
45 - 49 años,F,2021-05-03,56761
50 - 54 años,F,2021-05-03,54092
55 - 59 años,F,2021-05-03,49464
60 - 64 años,F,2021-05-03,35650
65 - 69 años,F,2021-05-03,23423
70 - 74 años,F,2021-05-03,17119
75 - 79 años,F,2021-05-03,12857
80 y más años,F,2021-05-03,20448
00 - 04 años,M,2021-05-07,16545
05 - 09 años,M,2021-05-07,17554
10 - 14 años,M,2021-05-07,22188
15 - 19 años,M,2021-05-07,34413
20 - 24 años,M,2021-05-07,63535
25 - 29 años,M,2021-05-07,86057
30 - 34 años,M,2021-05-07,86479
35 - 39 años,M,2021-05-07,70569
40 - 44 años,M,2021-05-07,59432
45 - 49 años,M,2021-05-07,58202
50 - 54 años,M,2021-05-07,54551
55 - 59 años,M,2021-05-07,50947
60 - 64 años,M,2021-05-07,37459
65 - 69 años,M,2021-05-07,23782
70 - 74 años,M,2021-05-07,16393
75 - 79 años,M,2021-05-07,11383
80 y más años,M,2021-05-07,13466
00 - 04 años,F,2021-05-07,15226
05 - 09 años,F,2021-05-07,16773
10 - 14 años,F,2021-05-07,23290
15 - 19 años,F,2021-05-07,38685
20 - 24 años,F,2021-05-07,67162
25 - 29 años,F,2021-05-07,86504
30 - 34 años,F,2021-05-07,81833
35 - 39 años,F,2021-05-07,66011
40 - 44 años,F,2021-05-07,57033
45 - 49 años,F,2021-05-07,57748
50 - 54 años,F,2021-05-07,54910
55 - 59 años,F,2021-05-07,50137
60 - 64 años,F,2021-05-07,36159
65 - 69 años,F,2021-05-07,23774
70 - 74 años,F,2021-05-07,17329
75 - 79 años,F,2021-05-07,13023
80 y más años,F,2021-05-07,20670
00 - 04 años,M,2021-05-10,16838
05 - 09 años,M,2021-05-10,17906
10 - 14 años,M,2021-05-10,22688
15 - 19 años,M,2021-05-10,35082
20 - 24 años,M,2021-05-10,64515
25 - 29 años,M,2021-05-10,87263
30 - 34 años,M,2021-05-10,87753
35 - 39 años,M,2021-05-10,71571
40 - 44 años,M,2021-05-10,60247
45 - 49 años,M,2021-05-10,58895
50 - 54 años,M,2021-05-10,55177
55 - 59 años,M,2021-05-10,51437
60 - 64 años,M,2021-05-10,37817
65 - 69 años,M,2021-05-10,24021
70 - 74 años,M,2021-05-10,16559
75 - 79 años,M,2021-05-10,11498
80 y más años,M,2021-05-10,13589
00 - 04 años,F,2021-05-10,15446
05 - 09 años,F,2021-05-10,17109
10 - 14 años,F,2021-05-10,23751
15 - 19 años,F,2021-05-10,39432
20 - 24 años,F,2021-05-10,68193
25 - 29 años,F,2021-05-10,87747
30 - 34 años,F,2021-05-10,82967
35 - 39 años,F,2021-05-10,66987
40 - 44 años,F,2021-05-10,57828
45 - 49 años,F,2021-05-10,58495
50 - 54 años,F,2021-05-10,55547
55 - 59 años,F,2021-05-10,50679
60 - 64 años,F,2021-05-10,36534
65 - 69 años,F,2021-05-10,24043
70 - 74 años,F,2021-05-10,17544
75 - 79 años,F,2021-05-10,13172
80 y más años,F,2021-05-10,20871
00 - 04 años,M,2021-05-14,17227
05 - 09 años,M,2021-05-14,18337
10 - 14 años,M,2021-05-14,23312
15 - 19 años,M,2021-05-14,35897
20 - 24 años,M,2021-05-14,65914
25 - 29 años,M,2021-05-14,88920
30 - 34 años,M,2021-05-14,89401
35 - 39 años,M,2021-05-14,72920
40 - 44 años,M,2021-05-14,61352
45 - 49 años,M,2021-05-14,59849
50 - 54 años,M,2021-05-14,55940
55 - 59 años,M,2021-05-14,52061
60 - 64 años,M,2021-05-14,38273
65 - 69 años,M,2021-05-14,24325
70 - 74 años,M,2021-05-14,16798
75 - 79 años,M,2021-05-14,11672
80 y más años,M,2021-05-14,13781
00 - 04 años,F,2021-05-14,15765
05 - 09 años,F,2021-05-14,17557
10 - 14 años,F,2021-05-14,24407
15 - 19 años,F,2021-05-14,40449
20 - 24 años,F,2021-05-14,69529
25 - 29 años,F,2021-05-14,89415
30 - 34 años,F,2021-05-14,84563
35 - 39 años,F,2021-05-14,68336
40 - 44 años,F,2021-05-14,58936
45 - 49 años,F,2021-05-14,59485
50 - 54 años,F,2021-05-14,56390
55 - 59 años,F,2021-05-14,51376
60 - 64 años,F,2021-05-14,37045
65 - 69 años,F,2021-05-14,24411
70 - 74 años,F,2021-05-14,17804
75 - 79 años,F,2021-05-14,13358
80 y más años,F,2021-05-14,21142
00 - 04 años,M,2021-05-17,17567
05 - 09 años,M,2021-05-17,18699
10 - 14 años,M,2021-05-17,23795
15 - 19 años,M,2021-05-17,36620
20 - 24 años,M,2021-05-17,67061
25 - 29 años,M,2021-05-17,90245
