Grupo de edad,Sexo,Fecha,Casos confirmados
70 - 74 años,F,2020-09-25,6339
75 - 79 años,F,2020-09-25,4914
80 y más años,F,2020-09-25,8609
00 - 04 años,M,2020-09-28,5403
05 - 09 años,M,2020-09-28,4644
10 - 14 años,M,2020-09-28,5298
15 - 19 años,M,2020-09-28,8535
20 - 24 años,M,2020-09-28,20310
25 - 29 años,M,2020-09-28,31216
30 - 34 años,M,2020-09-28,31562
35 - 39 años,M,2020-09-28,25828
40 - 44 años,M,2020-09-28,21841
45 - 49 años,M,2020-09-28,21425
50 - 54 años,M,2020-09-28,20398
55 - 59 años,M,2020-09-28,19226
60 - 64 años,M,2020-09-28,14512
65 - 69 años,M,2020-09-28,9282
70 - 74 años,M,2020-09-28,6658
75 - 79 años,M,2020-09-28,4617
80 y más años,M,2020-09-28,5574
00 - 04 años,F,2020-09-28,4995
05 - 09 años,F,2020-09-28,4454
10 - 14 años,F,2020-09-28,5530
15 - 19 años,F,2020-09-28,9740
20 - 24 años,F,2020-09-28,20787
25 - 29 años,F,2020-09-28,30972
30 - 34 años,F,2020-09-28,28957
35 - 39 años,F,2020-09-28,23003
40 - 44 años,F,2020-09-28,19573
45 - 49 años,F,2020-09-28,20242
50 - 54 años,F,2020-09-28,19415
55 - 59 años,F,2020-09-28,17810
60 - 64 años,F,2020-09-28,12822
65 - 69 años,F,2020-09-28,8613
70 - 74 años,F,2020-09-28,6449
75 - 79 años,F,2020-09-28,4975
80 y más años,F,2020-09-28,8729
00 - 04 años,M,2020-10-02,5552
05 - 09 años,M,2020-10-02,4762
10 - 14 años,M,2020-10-02,5451
15 - 19 años,M,2020-10-02,8727
20 - 24 años,M,2020-10-02,20648
25 - 29 años,M,2020-10-02,31711
30 - 34 años,M,2020-10-02,32012
35 - 39 años,M,2020-10-02,26170
40 - 44 años,M,2020-10-02,22148
45 - 49 años,M,2020-10-02,21740
50 - 54 años,M,2020-10-02,20699
55 - 59 años,M,2020-10-02,19514
60 - 64 años,M,2020-10-02,14720
65 - 69 años,M,2020-10-02,9462
70 - 74 años,M,2020-10-02,6756
75 - 79 años,M,2020-10-02,4688
80 y más años,M,2020-10-02,5676
00 - 04 años,F,2020-10-02,5098
05 - 09 años,F,2020-10-02,4583
10 - 14 años,F,2020-10-02,5716
15 - 19 años,F,2020-10-02,9948
20 - 24 años,F,2020-10-02,21184
25 - 29 años,F,2020-10-02,31448
30 - 34 años,F,2020-10-02,29398
35 - 39 años,F,2020-10-02,23392
40 - 44 años,F,2020-10-02,19868
45 - 49 años,F,2020-10-02,20591
50 - 54 años,F,2020-10-02,19705
55 - 59 años,F,2020-10-02,18116
60 - 64 años,F,2020-10-02,13035
65 - 69 años,F,2020-10-02,8771
70 - 74 años,F,2020-10-02,6563
75 - 79 años,F,2020-10-02,5063
80 y más años,F,2020-10-02,8867
00 - 04 años,M,2020-10-05,5552
05 - 09 años,M,2020-10-05,4762
10 - 14 años,M,2020-10-05,5451
15 - 19 años,M,2020-10-05,8727
20 - 24 años,M,2020-10-05,20648
25 - 29 años,M,2020-10-05,31711
30 - 34 años,M,2020-10-05,32012
35 - 39 años,M,2020-10-05,26170
40 - 44 años,M,2020-10-05,22148
45 - 49 años,M,2020-10-05,21740
50 - 54 años,M,2020-10-05,20699
55 - 59 años,M,2020-10-05,19514
60 - 64 años,M,2020-10-05,14720
65 - 69 años,M,2020-10-05,9462
70 - 74 años,M,2020-10-05,6756
75 - 79 años,M,2020-10-05,4688
80 y más años,M,2020-10-05,5676
00 - 04 años,F,2020-10-05,5098
05 - 09 años,F,2020-10-05,4583
10 - 14 años,F,2020-10-05,5716
15 - 19 años,F,2020-10-05,9948
20 - 24 años,F,2020-10-05,21184
25 - 29 años,F,2020-10-05,31448
30 - 34 años,F,2020-10-05,29398
35 - 39 años,F,2020-10-05,23392
40 - 44 años,F,2020-10-05,19868
45 - 49 años,F,2020-10-05,20591
50 - 54 años,F,2020-10-05,19705
55 - 59 años,F,2020-10-05,18116
60 - 64 años,F,2020-10-05,13035
65 - 69 años,F,2020-10-05,8771
70 - 74 años,F,2020-10-05,6563
75 - 79 años,F,2020-10-05,5063
80 y más años,F,2020-10-05,8867
00 - 04 años,M,2020-10-09,5733
05 - 09 años,M,2020-10-09,4996
10 - 14 años,M,2020-10-09,5674
15 - 19 años,M,2020-10-09,9161
20 - 24 años,M,2020-10-09,21188
25 - 29 años,M,2020-10-09,32428
30 - 34 años,M,2020-10-09,32709
35 - 39 años,M,2020-10-09,26726
40 - 44 años,M,2020-10-09,22667
45 - 49 años,M,2020-10-09,22173
50 - 54 años,M,2020-10-09,21201
55 - 59 años,M,2020-10-09,19929
60 - 64 años,M,2020-10-09,15066
65 - 69 años,M,2020-10-09,9701
70 - 74 años,M,2020-10-09,6921
75 - 79 años,M,2020-10-09,4794
80 y más años,M,2020-10-09,5850
00 - 04 años,F,2020-10-09,5283
05 - 09 años,F,2020-10-09,4766
10 - 14 años,F,2020-10-09,5944
15 - 19 años,F,2020-10-09,10330
20 - 24 años,F,2020-10-09,21742
25 - 29 años,F,2020-10-09,32178
30 - 34 años,F,2020-10-09,30064
35 - 39 años,F,2020-10-09,23921
40 - 44 años,F,2020-10-09,20343
45 - 49 años,F,2020-10-09,21093
50 - 54 años,F,2020-10-09,20164
55 - 59 años,F,2020-10-09,18546
60 - 64 años,F,2020-10-09,13373
65 - 69 años,F,2020-10-09,9010
70 - 74 años,F,2020-10-09,6731
75 - 79 años,F,2020-10-09,5219
80 y más años,F,2020-10-09,9160
00 - 04 años,M,2020-10-12,5823
05 - 09 años,M,2020-10-12,5075
10 - 14 años,M,2020-10-12,5776
15 - 19 años,M,2020-10-12,9319
20 - 24 años,M,2020-10-12,21440
25 - 29 años,M,2020-10-12,32763
30 - 34 años,M,2020-10-12,32979
35 - 39 años,M,2020-10-12,27004
40 - 44 años,M,2020-10-12,22906
45 - 49 años,M,2020-10-12,22372
50 - 54 años,M,2020-10-12,21397
55 - 59 años,M,2020-10-12,20144
60 - 64 años,M,2020-10-12,15210
65 - 69 años,M,2020-10-12,9798
70 - 74 años,M,2020-10-12,6996
75 - 79 años,M,2020-10-12,4851
80 y más años,M,2020-10-12,5915
00 - 04 años,F,2020-10-12,5368
05 - 09 años,F,2020-10-12,4849
10 - 14 años,F,2020-10-12,6032
15 - 19 años,F,2020-10-12,10499
20 - 24 años,F,2020-10-12,22011
25 - 29 años,F,2020-10-12,32543
30 - 34 años,F,2020-10-12,30395
35 - 39 años,F,2020-10-12,24173
40 - 44 años,F,2020-10-12,20535
45 - 49 años,F,2020-10-12,21319
50 - 54 años,F,2020-10-12,20377
55 - 59 años,F,2020-10-12,18723
60 - 64 años,F,2020-10-12,13532
65 - 69 años,F,2020-10-12,9116
70 - 74 años,F,2020-10-12,6828
75 - 79 años,F,2020-10-12,5286
80 y más años,F,2020-10-12,9237
00 - 04 años,M,2020-10-16,5913
05 - 09 años,M,2020-10-16,5175
10 - 14 años,M,2020-10-16,5880
15 - 19 años,M,2020-10-16,9486
20 - 24 años,M,2020-10-16,21703
25 - 29 años,M,2020-10-16,33111
30 - 34 años,M,2020-10-16,33315
35 - 39 años,M,2020-10-16,27274
40 - 44 años,M,2020-10-16,23142
45 - 49 años,M,2020-10-16,22618
50 - 54 años,M,2020-10-16,21624
55 - 59 años,M,2020-10-16,20366
60 - 64 años,M,2020-10-16,15373
65 - 69 años,M,2020-10-16,9897
70 - 74 años,M,2020-10-16,7090
75 - 79 años,M,2020-10-16,4911
80 y más años,M,2020-10-16,5980
00 - 04 años,F,2020-10-16,5444
05 - 09 años,F,2020-10-16,4926
10 - 14 años,F,2020-10-16,6151
15 - 19 años,F,2020-10-16,10686
20 - 24 años,F,2020-10-16,22290
25 - 29 años,F,2020-10-16,32929
30 - 34 años,F,2020-10-16,30753
35 - 39 años,F,2020-10-16,24432
40 - 44 años,F,2020-10-16,20781
45 - 49 años,F,2020-10-16,21557
50 - 54 años,F,2020-10-16,20607
55 - 59 años,F,2020-10-16,18954
60 - 64 años,F,2020-10-16,13673
65 - 69 años,F,2020-10-16,9227
70 - 74 años,F,2020-10-16,6893
75 - 79 años,F,2020-10-16,5349
80 y más años,F,2020-10-16,9343
00 - 04 años,M,2020-10-19,6003
05 - 09 años,M,2020-10-19,5258
10 - 14 años,M,2020-10-19,5987
15 - 19 años,M,2020-10-19,9619
20 - 24 años,M,2020-10-19,21929
25 - 29 años,M,2020-10-19,33449
30 - 34 años,M,2020-10-19,33654
35 - 39 años,M,2020-10-19,27544
40 - 44 años,M,2020-10-19,23384
45 - 49 años,M,2020-10-19,22853
50 - 54 años,M,2020-10-19,21811
55 - 59 años,M,2020-10-19,20550
60 - 64 años,M,2020-10-19,15511
65 - 69 años,M,2020-10-19,10033
70 - 74 años,M,2020-10-19,7161
75 - 79 años,M,2020-10-19,4974
80 y más años,M,2020-10-19,6052
00 - 04 años,F,2020-10-19,5527
05 - 09 años,F,2020-10-19,5009
10 - 14 años,F,2020-10-19,6250
15 - 19 años,F,2020-10-19,10832
20 - 24 años,F,2020-10-19,22538
25 - 29 años,F,2020-10-19,33268
30 - 34 años,F,2020-10-19,31045
35 - 39 años,F,2020-10-19,24703
40 - 44 años,F,2020-10-19,20985
45 - 49 años,F,2020-10-19,21796
50 - 54 años,F,2020-10-19,20839
55 - 59 años,F,2020-10-19,19141
60 - 64 años,F,2020-10-19,13824
65 - 69 años,F,2020-10-19,9343
70 - 74 años,F,2020-10-19,7002
75 - 79 años,F,2020-10-19,5421
80 y más años,F,2020-10-19,9447
00 - 04 años,M,2020-10-24,6143
05 - 09 años,M,2020-10-24,5384
10 - 14 años,M,2020-10-24,6142
15 - 19 años,M,2020-10-24,9842
20 - 24 años,M,2020-10-24,22273
25 - 29 años,M,2020-10-24,33949
30 - 34 años,M,2020-10-24,34133
35 - 39 años,M,2020-10-24,27941
40 - 44 años,M,2020-10-24,23714
45 - 49 años,M,2020-10-24,23197
50 - 54 años,M,2020-10-24,22090
55 - 59 años,M,2020-10-24,20846
60 - 64 años,M,2020-10-24,15746
65 - 69 años,M,2020-10-24,10195
70 - 74 años,M,2020-10-24,7264
75 - 79 años,M,2020-10-24,5050
80 y más años,M,2020-10-24,6155
00 - 04 años,F,2020-10-24,5644
05 - 09 años,F,2020-10-24,5131
10 - 14 años,F,2020-10-24,6402
15 - 19 años,F,2020-10-24,11055
20 - 24 años,F,2020-10-24,22933
25 - 29 años,F,2020-10-24,33782
30 - 34 años,F,2020-10-24,31528
35 - 39 años,F,2020-10-24,25094
40 - 44 años,F,2020-10-24,21334
45 - 49 años,F,2020-10-24,22125
50 - 54 años,F,2020-10-24,21181
55 - 59 años,F,2020-10-24,19487
60 - 64 años,F,2020-10-24,14087
65 - 69 años,F,2020-10-24,9514
70 - 74 años,F,2020-10-24,7121
75 - 79 años,F,2020-10-24,5512
80 y más años,F,2020-10-24,9581
00 - 04 años,M,2020-10-26,6196
05 - 09 años,M,2020-10-26,5429
10 - 14 años,M,2020-10-26,6197
15 - 19 años,M,2020-10-26,9942
20 - 24 años,M,2020-10-26,22430
25 - 29 años,M,2020-10-26,34141
30 - 34 años,M,2020-10-26,34338
35 - 39 años,M,2020-10-26,28085
40 - 44 años,M,2020-10-26,23842
45 - 49 años,M,2020-10-26,23317
50 - 54 años,M,2020-10-26,22206
55 - 59 años,M,2020-10-26,20947
60 - 64 años,M,2020-10-26,15838
65 - 69 años,M,2020-10-26,10250
70 - 74 años,M,2020-10-26,7305
75 - 79 años,M,2020-10-26,5085
80 y más años,M,2020-10-26,6188
00 - 04 años,F,2020-10-26,5681
05 - 09 años,F,2020-10-26,5177
10 - 14 años,F,2020-10-26,6465
15 - 19 años,F,2020-10-26,11147
20 - 24 años,F,2020-10-26,23113
25 - 29 años,F,2020-10-26,33992
30 - 34 años,F,2020-10-26,31735
35 - 39 años,F,2020-10-26,25243
40 - 44 años,F,2020-10-26,21459
45 - 49 años,F,2020-10-26,22273
50 - 54 años,F,2020-10-26,21296
55 - 59 años,F,2020-10-26,19610
60 - 64 años,F,2020-10-26,14180
65 - 69 años,F,2020-10-26,9573
70 - 74 años,F,2020-10-26,7169
75 - 79 años,F,2020-10-26,5542
80 y más años,F,2020-10-26,9628
00 - 04 años,M,2020-10-30,6290
05 - 09 años,M,2020-10-30,5535
10 - 14 años,M,2020-10-30,6300
15 - 19 años,M,2020-10-30,10076
20 - 24 años,M,2020-10-30,22706
25 - 29 años,M,2020-10-30,34499
30 - 34 años,M,2020-10-30,34663
35 - 39 años,M,2020-10-30,28373
40 - 44 años,M,2020-10-30,24073
45 - 49 años,M,2020-10-30,23540
50 - 54 años,M,2020-10-30,22431
55 - 59 años,M,2020-10-30,21153
60 - 64 años,M,2020-10-30,15982
65 - 69 años,M,2020-10-30,10361
70 - 74 años,M,2020-10-30,7372
75 - 79 años,M,2020-10-30,5153
80 y más años,M,2020-10-30,6251
00 - 04 años,F,2020-10-30,5765
05 - 09 años,F,2020-10-30,5277
10 - 14 años,F,2020-10-30,6570
15 - 19 años,F,2020-10-30,11303
20 - 24 años,F,2020-10-30,23416
25 - 29 años,F,2020-10-30,34372
30 - 34 años,F,2020-10-30,32082
35 - 39 años,F,2020-10-30,25530
40 - 44 años,F,2020-10-30,21671
45 - 49 años,F,2020-10-30,22514
50 - 54 años,F,2020-10-30,21523
55 - 59 años,F,2020-10-30,19816
60 - 64 años,F,2020-10-30,14332
65 - 69 años,F,2020-10-30,9673
70 - 74 años,F,2020-10-30,7241
75 - 79 años,F,2020-10-30,5607
80 y más años,F,2020-10-30,9702
00 - 04 años,M,2020-11-02,6361
05 - 09 años,M,2020-11-02,5619
10 - 14 años,M,2020-11-02,6397
15 - 19 años,M,2020-11-02,10217
20 - 24 años,M,2020-11-02,22927
25 - 29 años,M,2020-11-02,34754
30 - 34 años,M,2020-11-02,34923
35 - 39 años,M,2020-11-02,28608
40 - 44 años,M,2020-11-02,24243
45 - 49 años,M,2020-11-02,23737
50 - 54 años,M,2020-11-02,22611
55 - 59 años,M,2020-11-02,21334
60 - 64 años,M,2020-11-02,16125
65 - 69 años,M,2020-11-02,10449
70 - 74 años,M,2020-11-02,7451
75 - 79 años,M,2020-11-02,5207
80 y más años,M,2020-11-02,6322
00 - 04 años,F,2020-11-02,5830
05 - 09 años,F,2020-11-02,5370
10 - 14 años,F,2020-11-02,6667
15 - 19 años,F,2020-11-02,11467
20 - 24 años,F,2020-11-02,23679
25 - 29 años,F,2020-11-02,34653
30 - 34 años,F,2020-11-02,32388
35 - 39 años,F,2020-11-02,25772
40 - 44 años,F,2020-11-02,21882
45 - 49 años,F,2020-11-02,22728
50 - 54 años,F,2020-11-02,21736
55 - 59 años,F,2020-11-02,19992
60 - 64 años,F,2020-11-02,14481
65 - 69 años,F,2020-11-02,9782
70 - 74 años,F,2020-11-02,7318
75 - 79 años,F,2020-11-02,5673
80 y más años,F,2020-11-02,9812
00 - 04 años,M,2020-11-06,6458
05 - 09 años,M,2020-11-06,5698
10 - 14 años,M,2020-11-06,6492
15 - 19 años,M,2020-11-06,10363
20 - 24 años,M,2020-11-06,23201
25 - 29 años,M,2020-11-06,35118
30 - 34 años,M,2020-11-06,35294
35 - 39 años,M,2020-11-06,28915
40 - 44 años,M,2020-11-06,24451
45 - 49 años,M,2020-11-06,23951
50 - 54 años,M,2020-11-06,22829
55 - 59 años,M,2020-11-06,21545
60 - 64 años,M,2020-11-06,16288
65 - 69 años,M,2020-11-06,10570
70 - 74 años,M,2020-11-06,7546
75 - 79 años,M,2020-11-06,5249
80 y más años,M,2020-11-06,6399
00 - 04 años,F,2020-11-06,5911
05 - 09 años,F,2020-11-06,5444
10 - 14 años,F,2020-11-06,6779
15 - 19 años,F,2020-11-06,11651
20 - 24 años,F,2020-11-06,23958
25 - 29 años,F,2020-11-06,34989
30 - 34 años,F,2020-11-06,32720
35 - 39 años,F,2020-11-06,26027
40 - 44 años,F,2020-11-06,22090
45 - 49 años,F,2020-11-06,22943
50 - 54 años,F,2020-11-06,21961
55 - 59 años,F,2020-11-06,20195
60 - 64 años,F,2020-11-06,14639
65 - 69 años,F,2020-11-06,9897
70 - 74 años,F,2020-11-06,7419
75 - 79 años,F,2020-11-06,5747
80 y más años,F,2020-11-06,9927
00 - 04 años,M,2020-11-09,6535
05 - 09 años,M,2020-11-09,5767
10 - 14 años,M,2020-11-09,6581
15 - 19 años,M,2020-11-09,10495
20 - 24 años,M,2020-11-09,23433
25 - 29 años,M,2020-11-09,35402
30 - 34 años,M,2020-11-09,35577
35 - 39 años,M,2020-11-09,29150
40 - 44 años,M,2020-11-09,24645
45 - 49 años,M,2020-11-09,24150
50 - 54 años,M,2020-11-09,23007
55 - 59 años,M,2020-11-09,21732
60 - 64 años,M,2020-11-09,16423
65 - 69 años,M,2020-11-09,10667
70 - 74 años,M,2020-11-09,7603
75 - 79 años,M,2020-11-09,5289
80 y más años,M,2020-11-09,6470
00 - 04 años,F,2020-11-09,5985
05 - 09 años,F,2020-11-09,5515
10 - 14 años,F,2020-11-09,6866
15 - 19 años,F,2020-11-09,11799
20 - 24 años,F,2020-11-09,24207
25 - 29 años,F,2020-11-09,35294
30 - 34 años,F,2020-11-09,32982
35 - 39 años,F,2020-11-09,26272
40 - 44 años,F,2020-11-09,22254
45 - 49 años,F,2020-11-09,23156
50 - 54 años,F,2020-11-09,22158
55 - 59 años,F,2020-11-09,20374
60 - 64 años,F,2020-11-09,14793
65 - 69 años,F,2020-11-09,9995
70 - 74 años,F,2020-11-09,7484
75 - 79 años,F,2020-11-09,5800
80 y más años,F,2020-11-09,10017
00 - 04 años,M,2020-11-13,6644
05 - 09 años,M,2020-11-13,5853
10 - 14 años,M,2020-11-13,6690
15 - 19 años,M,2020-11-13,10650
20 - 24 años,M,2020-11-13,23744
25 - 29 años,M,2020-11-13,35744
30 - 34 años,M,2020-11-13,35943
35 - 39 años,M,2020-11-13,29412
40 - 44 años,M,2020-11-13,24906
45 - 49 años,M,2020-11-13,24348
50 - 54 años,M,2020-11-13,23210
55 - 59 años,M,2020-11-13,21912
60 - 64 años,M,2020-11-13,16588
65 - 69 años,M,2020-11-13,10801
70 - 74 años,M,2020-11-13,7690
75 - 79 años,M,2020-11-13,5347
80 y más años,M,2020-11-13,6542
00 - 04 años,F,2020-11-13,6074
05 - 09 años,F,2020-11-13,5610
10 - 14 años,F,2020-11-13,6962
15 - 19 años,F,2020-11-13,11967
20 - 24 años,F,2020-11-13,24503
25 - 29 años,F,2020-11-13,35700
30 - 34 años,F,2020-11-13,33295
35 - 39 años,F,2020-11-13,26569
40 - 44 años,F,2020-11-13,22472
45 - 49 años,F,2020-11-13,23373
50 - 54 años,F,2020-11-13,22399
55 - 59 años,F,2020-11-13,20595
60 - 64 años,F,2020-11-13,14971
65 - 69 años,F,2020-11-13,10089
70 - 74 años,F,2020-11-13,7554
75 - 79 años,F,2020-11-13,5866
80 y más años,F,2020-11-13,10127
00 - 04 años,M,2020-11-16,6716
05 - 09 años,M,2020-11-16,5940
10 - 14 años,M,2020-11-16,6781
15 - 19 años,M,2020-11-16,10783
20 - 24 años,M,2020-11-16,23949
25 - 29 años,M,2020-11-16,36028
30 - 34 años,M,2020-11-16,36247
35 - 39 años,M,2020-11-16,29667
40 - 44 años,M,2020-11-16,25074
45 - 49 años,M,2020-11-16,24532
50 - 54 años,M,2020-11-16,23409
55 - 59 años,M,2020-11-16,22113
60 - 64 años,M,2020-11-16,16730
65 - 69 años,M,2020-11-16,10878
70 - 74 años,M,2020-11-16,7756
75 - 79 años,M,2020-11-16,5401
80 y más años,M,2020-11-16,6598
00 - 04 años,F,2020-11-16,6151
05 - 09 años,F,2020-11-16,5689
10 - 14 años,F,2020-11-16,7064
15 - 19 años,F,2020-11-16,12118
20 - 24 años,F,2020-11-16,24738
25 - 29 años,F,2020-11-16,36000
30 - 34 años,F,2020-11-16,33598
35 - 39 años,F,2020-11-16,26774
40 - 44 años,F,2020-11-16,22670
45 - 49 años,F,2020-11-16,23584
50 - 54 años,F,2020-11-16,22579
55 - 59 años,F,2020-11-16,20769
60 - 64 años,F,2020-11-16,15101
65 - 69 años,F,2020-11-16,10194
70 - 74 años,F,2020-11-16,7633
75 - 79 años,F,2020-11-16,5917
80 y más años,F,2020-11-16,10227
00 - 04 años,M,2020-11-20,6811
05 - 09 años,M,2020-11-20,6029
10 - 14 años,M,2020-11-20,6870
15 - 19 años,M,2020-11-20,10939
20 - 24 años,M,2020-11-20,24242
25 - 29 años,M,2020-11-20,36349
30 - 34 años,M,2020-11-20,36579
35 - 39 años,M,2020-11-20,29924
40 - 44 años,M,2020-11-20,25317
45 - 49 años,M,2020-11-20,24763
50 - 54 años,M,2020-11-20,23649
55 - 59 años,M,2020-11-20,22340
60 - 64 años,M,2020-11-20,16877
65 - 69 años,M,2020-11-20,10986
70 - 74 años,M,2020-11-20,7838
75 - 79 años,M,2020-11-20,5459
80 y más años,M,2020-11-20,6650
00 - 04 años,F,2020-11-20,6220
05 - 09 años,F,2020-11-20,5769
10 - 14 años,F,2020-11-20,7180
15 - 19 años,F,2020-11-20,12313
20 - 24 años,F,2020-11-20,25035
25 - 29 años,F,2020-11-20,36399
30 - 34 años,F,2020-11-20,33933
35 - 39 años,F,2020-11-20,27052
40 - 44 años,F,2020-11-20,22894
45 - 49 años,F,2020-11-20,23826
50 - 54 años,F,2020-11-20,22791
55 - 59 años,F,2020-11-20,21025
60 - 64 años,F,2020-11-20,15264
65 - 69 años,F,2020-11-20,10316
70 - 74 años,F,2020-11-20,7712
75 - 79 años,F,2020-11-20,5967
80 y más años,F,2020-11-20,10311
00 - 04 años,M,2020-11-23,6881
05 - 09 años,M,2020-11-23,6100
10 - 14 años,M,2020-11-23,6972
15 - 19 años,M,2020-11-23,11060
20 - 24 años,M,2020-11-23,24462
25 - 29 años,M,2020-11-23,36634
30 - 34 años,M,2020-11-23,36881
35 - 39 años,M,2020-11-23,30167
40 - 44 años,M,2020-11-23,25495
45 - 49 años,M,2020-11-23,24934
50 - 54 años,M,2020-11-23,23826
55 - 59 años,M,2020-11-23,22513
60 - 64 años,M,2020-11-23,17010
65 - 69 años,M,2020-11-23,11077
70 - 74 años,M,2020-11-23,7890
75 - 79 años,M,2020-11-23,5502
80 y más años,M,2020-11-23,6695
00 - 04 años,F,2020-11-23,6264
05 - 09 años,F,2020-11-23,5841
10 - 14 años,F,2020-11-23,7300
15 - 19 años,F,2020-11-23,12472
20 - 24 años,F,2020-11-23,25248
25 - 29 años,F,2020-11-23,36717
30 - 34 años,F,2020-11-23,34244
35 - 39 años,F,2020-11-23,27245
40 - 44 años,F,2020-11-23,23100
45 - 49 años,F,2020-11-23,24028
50 - 54 años,F,2020-11-23,22987
55 - 59 años,F,2020-11-23,21181
60 - 64 años,F,2020-11-23,15398
65 - 69 años,F,2020-11-23,10413
70 - 74 años,F,2020-11-23,7788
75 - 79 años,F,2020-11-23,6029
80 y más años,F,2020-11-23,10397
00 - 04 años,M,2020-11-27,6959
05 - 09 años,M,2020-11-27,6183
10 - 14 años,M,2020-11-27,7082
15 - 19 años,M,2020-11-27,11232
20 - 24 años,M,2020-11-27,24684
25 - 29 años,M,2020-11-27,37020
30 - 34 años,M,2020-11-27,37202
35 - 39 años,M,2020-11-27,30474
40 - 44 años,M,2020-11-27,25733
45 - 49 años,M,2020-11-27,25188
50 - 54 años,M,2020-11-27,24053
55 - 59 años,M,2020-11-27,22718
60 - 64 años,M,2020-11-27,17186
65 - 69 años,M,2020-11-27,11193
70 - 74 años,M,2020-11-27,7974
75 - 79 años,M,2020-11-27,5566
80 y más años,M,2020-11-27,6749
00 - 04 años,F,2020-11-27,6350
05 - 09 años,F,2020-11-27,5937
10 - 14 años,F,2020-11-27,7418
15 - 19 años,F,2020-11-27,12665
20 - 24 años,F,2020-11-27,25556
25 - 29 años,F,2020-11-27,37065
30 - 34 años,F,2020-11-27,34601
35 - 39 años,F,2020-11-27,27515
40 - 44 años,F,2020-11-27,23344
45 - 49 años,F,2020-11-27,24268
50 - 54 años,F,2020-11-27,23251
55 - 59 años,F,2020-11-27,21404
60 - 64 años,F,2020-11-27,15593
65 - 69 años,F,2020-11-27,10521
70 - 74 años,F,2020-11-27,7867
75 - 79 años,F,2020-11-27,6086
80 y más años,F,2020-11-27,10479
00 - 04 años,M,2020-11-30,7027
05 - 09 años,M,2020-11-30,6273
10 - 14 años,M,2020-11-30,7186
15 - 19 años,M,2020-11-30,11383
20 - 24 años,M,2020-11-30,24931
25 - 29 años,M,2020-11-30,37374
30 - 34 años,M,2020-11-30,37589
35 - 39 años,M,2020-11-30,30777
40 - 44 años,M,2020-11-30,25992
45 - 49 años,M,2020-11-30,25425
50 - 54 años,M,2020-11-30,24290
55 - 59 años,M,2020-11-30,22917
60 - 64 años,M,2020-11-30,17340
65 - 69 años,M,2020-11-30,11309
70 - 74 años,M,2020-11-30,8028
75 - 79 años,M,2020-11-30,5614
80 y más años,M,2020-11-30,6790
00 - 04 años,F,2020-11-30,6428
05 - 09 años,F,2020-11-30,6008
10 - 14 años,F,2020-11-30,7521
15 - 19 años,F,2020-11-30,12837
20 - 24 años,F,2020-11-30,25819
25 - 29 años,F,2020-11-30,37403
30 - 34 años,F,2020-11-30,34942
35 - 39 años,F,2020-11-30,27788
40 - 44 años,F,2020-11-30,23595
45 - 49 años,F,2020-11-30,24479
50 - 54 años,F,2020-11-30,23478
55 - 59 años,F,2020-11-30,21621
60 - 64 años,F,2020-11-30,15745
65 - 69 años,F,2020-11-30,10631
70 - 74 años,F,2020-11-30,7939
75 - 79 años,F,2020-11-30,6143
80 y más años,F,2020-11-30,10573
00 - 04 años,M,2020-12-04,7122
05 - 09 años,M,2020-12-04,6369
10 - 14 años,M,2020-12-04,7294
15 - 19 años,M,2020-12-04,11566
20 - 24 años,M,2020-12-04,25198
25 - 29 años,M,2020-12-04,37755
30 - 34 años,M,2020-12-04,37943
35 - 39 años,M,2020-12-04,31071
40 - 44 años,M,2020-12-04,26282
45 - 49 años,M,2020-12-04,25674
50 - 54 años,M,2020-12-04,24559
55 - 59 años,M,2020-12-04,23141
60 - 64 años,M,2020-12-04,17494
65 - 69 años,M,2020-12-04,11432
70 - 74 años,M,2020-12-04,8114
75 - 79 años,M,2020-12-04,5668
80 y más años,M,2020-12-04,6853
00 - 04 años,F,2020-12-04,6516
05 - 09 años,F,2020-12-04,6084
10 - 14 años,F,2020-12-04,7642
15 - 19 años,F,2020-12-04,13011
20 - 24 años,F,2020-12-04,26076
25 - 29 años,F,2020-12-04,37787
30 - 34 años,F,2020-12-04,35309
35 - 39 años,F,2020-12-04,28094
40 - 44 años,F,2020-12-04,23869
